-89,-180,1000000
-88,-180,1000000
-87,-180,1000000
-86,-180,1000000
-85,-180,1000000
-84,-180,1000000
-83,-180,1000000
-82,-180,1000000
-81,-180,1000000
-80,-180,1000000
-79,-180,1000000
-78,-180,1000000
-77,-180,1000000
-76,-180,1000000
-75,-180,1000000
-74,-180,1000000
-73,-180,1000000
-72,-180,1000000
-71,-180,1000000
-70,-180,1000000
-69,-180,1000000
-68,-180,1000000
-67,-180,1000000
-66,-180,1000000
-65,-180,1000000
-64,-180,1000000
-63,-180,1000000
-62,-180,1000000
-61,-180,1000000
-60,-180,1000000
-59,-180,1000000
-58,-180,1000000
-57,-180,1000000
-56,-180,1000000
-55,-180,1000000
-54,-180,1000000
-53,-180,1000000
-52,-180,1000000
-51,-180,1000000
-50,-180,1000000
-49,-180,1000000
-48,-180,1000000
-47,-180,1000000
-46,-180,1000000
-45,-180,1000000
-44,-180,1000000
-43,-180,1000000
-42,-180,1000000
-41,-180,1000000
-40,-180,1000000
-39,-180,1000000
-38,-180,1000000
-37,-180,1000000
-36,-180,1000000
-35,-180,1000000
-34,-180,1000000
-33,-180,1000000
-32,-180,1000000
-31,-180,1000000
-30,-180,1000000
-29,-180,1000000
-28,-180,1000000
-27,-180,1000000
-26,-180,1000000
-25,-180,1000000
-24,-180,1000000
-23,-180,1000000
-22,-180,1000000
-21,-180,1000000
-20,-180,1000000
-19,-180,1000000
-18,-180,1000000
-17,-180,1000000
-16,-180,1000000
-15,-180,1000000
-14,-180,1000000
-13,-180,1000000
-12,-180,1000000
-11,-180,1000000
-10,-180,1000000
-9,-180,1000000
-8,-180,1000000
-7,-180,1000000
-6,-180,1000000
-5,-180,1000000
-4,-180,1000000
-3,-180,1000000
-2,-180,1000000
-1,-180,1000000
0,-180,1000000
1,-180,1000000
2,-180,1000000
3,-180,1000000
4,-180,1000000
5,-180,1000000
6,-180,1000000
7,-180,1000000
8,-180,1000000
9,-180,1000000
10,-180,1000000
11,-180,1000000
12,-180,1000000
13,-180,1000000
14,-180,1000000
15,-180,1000000
16,-180,1000000
17,-180,1000000
18,-180,1000000
19,-180,1000000
20,-180,1000000
21,-180,1000000
22,-180,1000000
23,-180,1000000
24,-180,1000000
25,-180,1000000
26,-180,1000000
27,-180,1000000
28,-180,1000000
29,-180,1000000
30,-180,1000000
31,-180,1000000
32,-180,1000000
33,-180,1000000
34,-180,1000000
35,-180,1000000
36,-180,1000000
37,-180,1000000
38,-180,1000000
39,-180,1000000
40,-180,1000000
41,-180,1000000
42,-180,1000000
43,-180,1000000
44,-180,1000000
45,-180,1000000
46,-180,1000000
47,-180,1000000
48,-180,1000000
49,-180,1000000
50,-180,1000000
51,-180,1000000
52,-180,1000000
53,-180,1000000
54,-180,1000000
55,-180,1000000
56,-180,1000000
57,-180,1000000
58,-180,1000000
59,-180,1000000
60,-180,1000000
61,-180,1000000
62,-180,1000000
63,-180,1000000
64,-180,1000000
65,-180,1000000
66,-180,1000000
67,-180,1000000
68,-180,1000000
69,-180,1000000
70,-180,1000000
71,-180,1000000
72,-180,1000000
73,-180,1000000
74,-180,1000000
75,-180,1000000
76,-180,1000000
77,-180,1000000
78,-180,1000000
79,-180,1000000
80,-180,1000000
81,-180,1000000
82,-180,1000000
83,-180,1000000
84,-180,1000000
85,-180,1000000
86,-180,1000000
87,-180,1000000
88,-180,1000000
89,-180,1000000
-89,-179,1000000
-88,-179,1000000
-87,-179,1000000
-86,-179,1000000
-85,-179,1000000
-84,-179,1000000
-83,-179,1000000
-82,-179,1000000
-81,-179,1000000
-80,-179,1000000
-79,-179,1000000
-78,-179,1000000
-77,-179,1000000
-76,-179,1000000
-75,-179,1000000
-74,-179,1000000
-73,-179,1000000
-72,-179,1000000
-71,-179,1000000
-70,-179,1000000
-69,-179,1000000
-68,-179,1000000
-67,-179,1000000
-66,-179,1000000
-65,-179,1000000
-64,-179,1000000
-63,-179,1000000
-62,-179,1000000
-61,-179,1000000
-60,-179,1000000
-59,-179,1000000
-58,-179,1000000
-57,-179,1000000
-56,-179,1000000
-55,-179,1000000
-54,-179,1000000
-53,-179,1000000
-52,-179,1000000
-51,-179,1000000
-50,-179,1000000
-49,-179,1000000
-48,-179,1000000
-47,-179,1000000
-46,-179,1000000
-45,-179,1000000
-44,-179,1000000
-43,-179,1000000
-42,-179,1000000
-41,-179,1000000
-40,-179,1000000
-39,-179,1000000
-38,-179,1000000
-37,-179,1000000
-36,-179,1000000
-35,-179,1000000
-34,-179,1000000
-33,-179,1000000
-32,-179,1000000
-31,-179,1000000
-30,-179,1000000
-29,-179,1000000
-28,-179,1000000
-27,-179,1000000
-26,-179,1000000
-25,-179,1000000
-24,-179,1000000
-23,-179,1000000
-22,-179,1000000
-21,-179,1000000
-20,-179,1000000
-19,-179,1000000
-18,-179,1000000
-17,-179,1000000
-16,-179,1000000
-15,-179,1000000
-14,-179,1000000
-13,-179,1000000
-12,-179,1000000
-11,-179,1000000
-10,-179,1000000
-9,-179,1000000
-8,-179,1000000
-7,-179,1000000
-6,-179,1000000
-5,-179,1000000
-4,-179,1000000
-3,-179,1000000
-2,-179,1000000
-1,-179,1000000
0,-179,1000000
1,-179,1000000
2,-179,1000000
3,-179,1000000
4,-179,1000000
5,-179,1000000
6,-179,1000000
7,-179,1000000
8,-179,1000000
9,-179,1000000
10,-179,1000000
11,-179,1000000
12,-179,1000000
13,-179,1000000
14,-179,1000000
15,-179,1000000
16,-179,1000000
17,-179,1000000
18,-179,1000000
19,-179,1000000
20,-179,1000000
21,-179,1000000
22,-179,1000000
23,-179,1000000
